Ignored Apps,Игнорируемые приложения,
Illegal Access Token. Please try again,"Неверный токен доступа. Пожалуйста, попробуйте еще раз",
Illegal Document Status for {0},Неверный статус документа для {0},
Illegal SQL Query,Неверный SQL-запрос,
Illegal template,Неверный шаблон,
Image,Изображение,
Image Field,Поле изображения,
Image Height,Высота изображения,
Image Link,Ссылка на изображение,
Image View,Просмотр изображений,
Image Width,Ширина изображения,
Image field must be a valid fieldname,Поле изображения должно быть правильным именем поля,
Image field must be of type Attach Image,"Поле изображения должно иметь тип ""Прикрепить изображение""",
Image link '{0}' is not valid,Ссылка на изображение '{0}' недействительна,
Image optimized,Изображение оптимизированно,
Image: Corrupted Data Stream,Изображение: Поток поврежденных данных,
Images,Изображения,
Impersonate,Выдавать себя за человека,
Impersonate as {0},Выдавать себя за {0},
Impersonated by {0},Выдано за {0},
Impersonating {0},Выдавать себя за другого {0},
Implement `clear_old_logs` method to enable auto error clearing.,"Реализуйте метод `clear_old_logs`, чтобы включить автоматическую очистку ошибок.",
Implicit,Скрытый,
Import,Импорт,
Import Email From,Импорт электронной почты из,
Import File,Импорт файла,
Import File Errors and Warnings,Ошибки и предупреждения при импорте файлов,
Import Log,Журнал импорта,
Import Log Preview,Предварительный просмотр журнала импорта,
Import Preview,Предварительный просмотр импорта,
Import Progress,Прогресс импорта,
Import Subscribers,Импортировать подписчиков,
Import Type,Тип импорта,
Import Warnings,Предупреждения об импорте,
Import Zip,Импорт Zip,
Import from Google Sheets,Импорт из Google Sheets,
"Import template should be of type .csv, .xlsx or .xls","Шаблон импорта должен быть типа .csv, .xlsx или .xls",
Import template should contain a Header and atleast one row.,Шаблон импорта должен содержать заголовок и как минимум одну строку.,
"Import timed out, please re-try.","Импорт завершился по таймеру, пожалуйста, повторите попытку.",
Importing {0} is not allowed.,Импорт {0} не разрешен.,
Importing {0} of {1},Импортирование {0} из {1},
"Importing {0} of {1}, {2}","Импортирование {0} из {1}, {2}",
In,В,
In Days,Через дней,
In Filter,В фильтре,
In Global Search,В глобальном поиске,
In Grid View,В режиме просмотра сетки,
In List Filter,Фильтр в списке,
In List View,В режиме просмотра списка,
In Preview,В предварительном просмотре,
In Progress,В процессе,
In Read Only Mode,"В режиме ""только чтение""",
In Reply To,В ответ на сообщение,
In Standard Filter,В стандартном фильтре,
In points. Default is 9.,В пунктах. По умолчанию - 9.,
In seconds,Через секунд,
Inactive,Неактивный,
Inavlid Values,Неверные значения,
Inbox,Входящие,
Inbox User,Пользователь входящих сообщений,
Inbox View,Просмотр входящих,
Include Name Field,"Включите поле ""Имя""",
Include Search in Top Bar,Включить поиск в верхней панели,
Include Theme from Apps,Включить тему из приложений,
Include Web View Link in Email,Включить ссылку на веб-просмотр в электронное письмо,
Include filters,Включить фильтры,
Include indentation,Включить отступы,
"Include symbols, numbers and capital letters in the password","Включите в пароль символы, цифры и заглавные буквы",
Incoming (POP/IMAP) Settings,Настройки входящих сообщений (POP/IMAP),
Incoming Emails (Last 7 days),Входящие письма (последние 7 дней),
Incoming Server,Сервер входящих,
Incoming Settings,Настройки входящих,
Incoming email account not correct,Неправильная учетная запись входящей электронной почты,
Incomplete Virtual Doctype Implementation,Неполная реализация виртуального доктайпа,
Incomplete login details,Неполные данные для входа в систему,
Incorrect Configuration,Неправильная конфигурация,
Incorrect URL,Неправильный URL,
Incorrect User or Password,Неверный пользователь или пароль,
Incorrect Verification code,Неверный код верификации,
Incorrect value in row {0}:,Неверное значение в строке {0}:,
Incorrect value:,Неправильное значение:,
Index,Индекс,
Index Web Pages for Search,Индексировать веб-страницы для поиска,
Index created successfully on column {0} of doctype {1},Индекс успешно создан для столбца {0} доктайпа {1},
Indexing authorization code,Код авторизации индексирования,
Indexing refresh token,Токен обновления индексации,
Indicator,Индикатор,
Indicator Color,Цвет родительского индикатора,
Indicator color,Цвет индикатора,
Info,Информация,
Info:,Информация:,
Initial Sync Count,Начальный счетчик синхронизации,
InnoDB,InnoDB,
Insert,Вставить,
Insert Above,Вставка выше,
Insert After,Вставка после,
Insert After cannot be set as {0},Вставка после не может быть установлена как {0},
"Insert After field '{0}' mentioned in Custom Field '{1}', with label '{2}', does not exist","Вставка после поля '{0}', упомянутого в пользовательском поле '{1}', с меткой '{2}', не существует",
Insert Below,Вставка ниже,
Insert Column Before {0},Вставить колонку перед {0},
Insert Image in Markdown,Вставка изображения в Markdown,
Insert New Records,Вставка новых записей,
Insert Style,Вставить стиль,
Install {0} from Marketplace,Установите {0} из Маркета,
Installed Application,Установленное приложение,
Installed Applications,Установленные приложения,
Installed Apps,Установленные Приложения,
Instructions,Инструкции,
Instructions Emailed,Инструкции отправлены по электронной почте,
Insufficient Permission Level for {0},Недостаточный уровень разрешения для {0},
Insufficient Permission for {0},Недостаточно разрешений для {0},
Insufficient Permissions for deleting Report,Недостаточно прав для удаления отчета,
Insufficient Permissions for editing Report,Недостаточно прав для редактирования отчета,
Insufficient attachment limit,Превышен лимит на вложения,
Int,Целое число,
Integration Request,Запрос на интеграцию,
Integrations,Интеграции,
Integrations can use this field to set email delivery status,Интеграции могут использовать это поле для установки статуса доставки электронной почты,
Inter,Inter,
Interests,Интересы,
Intermediate,Средний,
Internal Server Error,Внутренняя ошибка сервера,
Internal record of document shares,Внутренний учет обмена документами,
Intro,Вступление,
Intro Video URL,URL вступительного видео,
Introduce your company to the website visitor.,Представьте посетителю сайта Вашу компанию.,
Introduction,Введение,
Introductory information for the Contact Us Page,"Вводная информация для страницы ""Контакты""",
Introspection URI,URI интроспекции,
Invalid,Недействительный,
"Invalid ""depends_on"" expression","Неверное выражение ""depends_on""",
"Invalid ""depends_on"" expression set in filter {0}","Неверное выражение ""depends_on"" установлено в фильтре {0}",
"Invalid ""mandatory_depends_on"" expression","Неверное выражение ""mandatory_depends_on""",
Invalid Action,Недопустимое действие,
Invalid CSV Format,Неверный формат CSV,
Invalid Condition: {},Неверное условие: {},
Invalid Credentials,Неверные учетные данные,
Invalid Date,Недопустимая дата,
Invalid DocType,Неверный тип документа,
Invalid DocType: {0},Неверный тип документа: {0},
Invalid Fieldname,Неверное имя поля,
Invalid File URL,Неверный URL-адрес файла,
Invalid Filter Format for field {0} of type {1}. Try using filter icon on the field to set it correctly,"Неверный формат фильтра для поля {0} типа {1}. Попробуйте использовать значок фильтра на поле, чтобы установить его правильно",
Invalid Filter Value,Неверное значение фильтра,
Invalid Home Page,Неверная домашняя страница,
Invalid Link,Неправильная ссылка,
Invalid Login Token,Неверный токен входа в систему,
Invalid Login. Try again.,Неверный логин. Попробуйте еще раз.,
Invalid Mail Server. Please rectify and try again.,"Неверный почтовый сервер. Пожалуйста, исправьте это и попробуйте снова.",
Invalid Naming Series: {},Неверная серия именований: {},
Invalid Operation,Неверная операция,
Invalid Option,Неверный вариант,
Invalid Outgoing Mail Server or Port: {0},Неверный сервер исходящей почты или порт: {0},
Invalid Output Format,Неверный формат вывода,
Invalid Parameters.,Неверные параметры.,
Invalid Password,Неверный пароль,
Invalid Phone Number,Неправильный номер телефона,
Invalid Request,Недопустимый запрос,
Invalid Search Field {0},Неверное поле поиска {0},
Invalid Table Fieldname,Неверное имя поля таблицы,
Invalid Transition,Неверный переход,
Invalid URL,Неверная ссылка,
Invalid User Name or Support Password. Please rectify and try again.,"Неверное имя пользователя или пароль поддержки. Пожалуйста, исправьте это и попробуйте снова.",
Invalid Webhook Secret,Неверный секрет вебхука,
Invalid aggregate function,Неверная агрегатная функция,
Invalid column,Недопустимая колонка,
Invalid docstatus,Неверный статус документа,
Invalid expression set in filter {0},"Неверное выражение, заданное в фильтре {0}",
Invalid expression set in filter {0} ({1}),"Неверное выражение, заданное в фильтре {0} ({1})",
Invalid field name {0},Недопустимое имя поля {0},
Invalid fieldname '{0}' in autoname,Недопустимое имя поля '{0}' в автоимени,
Invalid file path: {0},Неверный путь к файлу: {0},
Invalid filter: {0},Неверный фильтр: {0},
Invalid include path,Неверный путь включения,
Invalid json added in the custom options: {0},"Неверный json, добавленный в пользовательские опции: {0}",
Invalid name type (integer) for varchar name column,Недопустимый тип имени (целое число) для столбца имени varchar,
Invalid naming series {}: dot (.) missing,Недопустимая серия имен {}: точка (.) отсутствует,
Invalid or corrupted content for import,Недействительное или поврежденное содержимое для импорта,
Invalid redirect regex in row #{}: {},Неверный регекс перенаправления в строке #{}: {},
Invalid request arguments,Неверные аргументы запроса,
Invalid template file for import,Неверный файл шаблона для импорта,
Invalid token state! Check if the token has been created by the OAuth user.,"Неверное состояние токена! Проверьте, был ли токен создан пользователем OAuth.",
Invalid username or password,Неверный логин или пароль,
Invalid wkhtmltopdf version,Неверная версия wkhtmltopdf,
Invalid {0} condition,Неверное условие {0},
Inverse,Инверсия,
Invite as User,Пригласить в качестве пользователя,
Is,Является,
Is Active,Активный,
Is Attachments Folder,Является папкой вложений,
Is Calendar and Gantt,Включает представления Календаря и Ганта,
Is Child Table,Дочерняя таблица,
Is Complete,Завершено,
Is Completed,Завершено,
Is Custom,Пользовательские настройки,
Is Custom Field,Является пользовательским полем,
Is Default,По умолчанию,
Is Dynamic URL?,Является динамическим URL?,
Is Folder,Является папкой,
Is Global,Глобально,
Is Hidden,Скрыто,
Is Home Folder,Домашняя папка,
Is Mandatory Field,Обязательное поле,
Is Optional State,Необязательное состояние,
Is Primary,Основной адрес,
Is Primary Contact,Является основным контактом,
Is Primary Mobile,Является основным мобильным номером,
Is Primary Phone,Основной телефон,
Is Private,Личное,
Is Public,Публичное,
Is Published Field,Признак публикации,
Is Published Field must be a valid fieldname,Поле признака публикации должно быть действительным именем поля,
Is Query Report,Является запросом отчета,
Is Remote Request?,Является удаленным запросом?,
Is Single,Одиночный документ,
Is Skipped,Пропущен,
Is Spam,Является спамом,
Is Standard,Стандартный,
Is Submittable,Проводимый,
Is System Generated,Генерируется системой,
Is Table,Является таблицей,
Is Table Field,Является полем таблицы,
Is Tree,"Структура таблицы ""Дерево""",
Is Unique,Является уникальным,
Is Virtual,Виртуальная таблица,
It is risky to delete this file: {0}. Please contact your System Manager.,"Удалять этот файл рискованно: {0}. Пожалуйста, обратитесь к Вашему системному менеджеру.",
Item Label,Текстовая метка,
Item Type,Тип элемента,
Item cannot be added to its own descendants,Элемент не может быть добавлен к своим потомкам,
JS,JS,
JS Message,Сообщение JS,
JSON,JSON,
JSON Request Body,Тело запроса JSON,
Jane Doe,Иван Петров,
JavaScript,JavaScript,
JavaScript Format: frappe.query_reports['REPORTNAME'] = {},Формат JavaScript: frappe.query_reports['REPORTNAME'] = {},
Javascript,Javascript,
Javascript is disabled on your browser,В Вашем браузере отключен Javascript,
Jinja,Джинджа,
Job ID,ID задачи,
Job Id,ID задачи,
Job Info,Информация о задании,
Job Name,Имя задания,
Job Status,Статус задания,
Job Stopped Successfully,Задание успешно остановлено,
Job is not running.,Задание не выполняется.,
Join video conference with {0},Присоединяйтесь к видеоконференции с {0},
Jump to field,Перейти к полю,
Kanban,Канбан,
Kanban Board,Канбан доска,
Kanban Board Column,Колонка Канбан доски,
Kanban Board Name,Название доски Канбан,
Kanban Settings,Настройки Kanban,Button in kanban view menu
Kanban View,Канбан,
Keep track of all update feeds,Отслеживайте все обновления,
Keeps track of all communications,Отслеживает все сообщения,
Key,Ключ,
Keyboard Shortcuts,Горячие клавиши,
Keycloak,Keycloak,
Knowledge Base,База знаний,
Knowledge Base Contributor,Составитель базы знаний,
Knowledge Base Editor,Редактор базы знаний,
LDAP Auth,Авторизация LDAP,
LDAP Custom Settings,Пользовательские настройки LDAP,
LDAP Email Field,Поле электронной почты LDAP,
LDAP First Name Field,Поле имени пользователя LDAP,
LDAP Group,Группа LDAP,
LDAP Group Field,Поле группы LDAP,
LDAP Group Mapping,Сопоставление групп LDAP,
LDAP Group Mappings,Сопоставления групп LDAP,
LDAP Group Member attribute,Атрибут члена группы LDAP,
LDAP Last Name Field,Поле фамилии пользователя LDAP,
LDAP Middle Name Field,Поле отчества пользователя LDAP,
LDAP Mobile Field,Поле мобильного номера LDAP,
LDAP Not Installed,LDAP не установлен,
LDAP Phone Field,Поле телефона LDAP,
LDAP Search String,Строка поиска LDAP,
"LDAP Search String must be enclosed in '()' and needs to contian the user placeholder {0}, eg sAMAccountName={0}","Строка поиска LDAP должна быть заключена в '()' и содержать заполнитель пользователя {0}, например, sAMAccountName={0}",
LDAP Search and Paths,Поиск и пути LDAP,
LDAP Security,Безопасность LDAP,
LDAP Server Settings,Настройки сервера LDAP,
LDAP Server Url,Url сервера LDAP,
LDAP Settings,Настройки LDAP,
LDAP User Creation and Mapping,Создание и сопоставление пользователей LDAP,
LDAP Username Field,Поле имени пользователя LDAP,
LDAP is not enabled.,LDAP не включен.,
LDAP search path for Groups,Путь поиска LDAP для групп,
LDAP search path for Users,Путь поиска LDAP для пользователей,
LDAP settings incorrect. validation response was: {0},Неверные настройки LDAP. Ответ на проверку был: {0},
Label,Название,
Label Help,Помощь с названиями,
Label and Type,Название и тип,
Label is mandatory,Название обязательно,
Landing Page,Посадочная страница,
Landscape,Альбомная,
Language,Язык,
Language Code,Код языка,
Language Name,Название языка,
Last 10 active users,Последние 10 активных пользователей,
Last Active,Последняя активность,
Last Backup On,Последнее резервное копирование на,
Last Execution,Последнее выполнение,
Last Heartbeat,"Последний ""сигнал жизни""",
Last IP,Последний IP,
Last Known Versions,Последние известные версии,
Last Login,Последний вход,
Last Modified Date,Дата последнего изменения,
Last Modified On,Последнее изменение,
Last Month,Последний месяц,
Last Name,Фамилия,
Last Password Reset Date,Дата последнего сброса пароля,
Last Point Allocation Date,Дата последнего распределения баллов,
Last Quarter,Последний квартал,
Last Reset Password Key Generated On,"Ключ последнего сброса пароля, сгенерированный на",
Last Sync On,Последняя синхронизация,
Last Synced On,Последняя синхронизация,
Last Updated By,Последнее обновление,
Last Updated On,Последнее обновление,
Last User,Последний пользователь,
Last Week,Последняя неделя,
Last Year,Последний год,
Last synced {0},Последняя синхронизация {0},
Layout Reset,Сброс макета,
"Layout will be reset to standard layout, are you sure you want to do this?","Макет будет сброшен на стандартный, Вы уверены, что хотите это сделать?",
Leaderboard,Таблица лидеров,
Learn more,Подробнее,
Leave blank to repeat always,"Оставьте пустым, чтобы повторять всегда",
Leave this conversation,Выйти из беседы,
Ledger,Гроссбух,
Left,Слева,
Left Bottom,Слева снизу,
Left Center,Слева по центру,
Left this conversation,Покинуть этот разговор,
Legal,Юридическая информация,
Length,Длина,
Length of passed data array is greater than value of maximum allowed label points!,"Длина переданного массива данных больше, чем значение максимально допустимых точек метки!",
Length of {0} should be between 1 and 1000,Длина {0} должна быть между 1 и 1000,
Less,Меньше,
Let us continue with the onboarding,Давайте продолжим знакомство,
Let's Get Started,Давайте начнем,
Let's avoid repeated words and characters,Давайте избегать повторяющихся слов и символов,
Let's set up your account,Давайте настроим Вашу учетную запись,
Let's take you back to onboarding,Давайте вернемся к обучению,
Letter,Письмо,
Letter Head,Заголовок письма,
Letter Head Based On,Заголовок письма на основе,
Letter Head Image,Изображение заголовка письма,
Letter Head Name,Название заголовка письма,
Letter Head Scripts,Сценарии заголовков писем,
Letter Head cannot be both disabled and default,Заголовок письма не может быть одновременно отключен и установлен по умолчанию,
Letter Head in HTML,Заголовок письма в HTML,
Level,Уровень,
"Level 0 is for document level permissions, higher levels for field level permissions.","Уровень 0 предназначен для разрешений на уровне документа, более высокие уровни - для разрешений на уровне поля.",
Level Name,Название уровня,
Library,Библиотека,
License,Лицензия,
License Type,Тип лицензии,
Light,Светлый,
Light Blue,Светло-синий,
Light Color,Светлый цвет,
Light Theme,Светлая тема,
Like,Похоже,
Like limit,Ограничение на количество лайков,
Like limit per hour,Ограничение на количество лайков в час,
Like on {0}: {1},Нравится на {0}: {1},
Liked,Понравилось,
Liked By,Понравилось,
Likes,Лайки,
Limit,Лимит,
Limit Number of DB Backups,Ограничение количества резервных копий БД,
Line,Линия,
Link,Ссылка,
Link Cards,Карта ссылок,
Link Count,Подсчет ссылок,
Link Details,Ссылка,
Link DocType,ДокТайп ссылки,
Link Document Type,Тип документа ссылки,
Link Expired,Срок действия ссылки истек,
Link Field Results Limit,Ограничение результатов по полю ссылки,
Link Fieldname,Имя поля ссылки,
Link Filters,Фильтры ссылок,
Link Name,Название ссылки,
Link Title,Заголовок ссылки,
Link To,Ссылка на,
Link To in Row,Ссылка в строке,
Link Type,Тип ссылки,
Link Type in Row,Тип ссылки в строке,
"Link for About Us Page is ""/about"".","Ссылка для страницы ""О нас"" - ""/about"".",
"Link that is the website home page. Standard Links (home, login, products, blog, about, contact)","Ссылка, которая является главной страницей сайта. Стандартные ссылки (home, login, products, blog, about, contact)",
Link to the page you want to open. Leave blank if you want to make it a group parent.,"Ссылка на страницу, которую Вы хотите открыть. Оставьте пустой, если Вы хотите сделать ее родительской для группы.",
Linked,Связанны,
Linked Documents,Связанные документы,
Linked With,Связанны,
Links,Ссылки,
List,Список,
List / Search Settings,Настройки списка / поиска,
List Columns,Колонки списка,
List Filter,Фильтр списка,
List Setting Message,Сообщение настройки списка,
List Settings,Настройки списка,
List View,Список,
List View Settings,Настройки вида списка,
List a document type,Перечислите тип документа,
"List as [{""label"": _(""Jobs""), ""route"":""jobs""}]","Список как [{""label"": _(""Jobs""), ""route"": ""jobs""}]",
List of patches executed,Список выполненных исправлений,
Lists,Списки,
Load Balancing,Балансировка нагрузки,
Load More,Загрузить больше,
Load more,Загрузить больше,
Loading,Загрузка,
Loading Filters...,Загрузка фильтров...,
Loading import file...,Загрузка файла импорта...,
Loading user profile,Загрузка профиля пользователя,
Loading versions...,Загрузка версий...,
Loading...,Загрузка...,
Location,Местоположение,
Log,Журнал,
Log Data,Сохраняемые данные,
Log DocType,Журнал ДокТайп,
Log In To {0},Войти в {0},
Log Index,Индекс журнала,
Log Setting User,Настройка журнала - Пользователь,
Log Settings,Настройки журнала,
Log in to access this page.,"Войдите, чтобы открыть эту страницу.",
Log out,Выход,
Logged Out,Вышли из системы,
Login,Войти,
Login After,Вход в систему после,
Login Before,Вход в систему до,
Login Failed please try again,"Вход в систему не удался, пожалуйста, попробуйте еще раз",
Login Id is required,Логин (Login Id) обязателен,
Login Methods,Методы входа в систему,
Login Page,Страница авторизации,
Login Required,Требуется авторизация,
Login To {0},Войти на сайт {0},
Login Verification Code from {},Код проверки входа в систему от {},
Login and view in Browser,Вход и просмотр в браузере,
Login is required to see web form list view. Enable {0} to see list settings,"Для просмотра списка веб-форм требуется вход в систему. Включите {0}, чтобы увидеть настройки списка",
Login link sent to your email,Ссылка для входа в систему отправлена на Вашу электронную почту,
Login not allowed at this time,Вход в систему в данный момент запрещен,
"Login session expired, refresh page to retry","Сессия авторизации истекла, обновите страницу, чтобы повторить попытку",
Login to comment,"Войдите, чтобы прокомментировать",
Login to start a new discussion,"Войдите, чтобы начать новую дискуссию",
Login to {0},Войдите в {0},
Login token required,Требуется токен входа в систему,
Login with Email Link,Вход по ссылке электронной почты,
Login with LDAP,Вход с помощью LDAP,
Login with email link,"Вход в систему, используя ссылку на электронную почту",
Login with email link expiry (in minutes),Истечение срока действия ссылки по электронной почте (в минутах),
Login with username and password is not allowed.,Вход с именем пользователя и паролем не разрешен.,
Login with {0},Войдите с помощью {0},
Logout,Выход из системы,
Logout All Sessions,Выход из всех сессий,
Logout All Sessions on Password Reset,Выход из всех сессий при сбросе пароля,
Logout From All Devices After Changing Password,Выход из системы со всех устройств после смены пароля,
Logs To Clear,Журналы для очистки,
Logs to Clear,Журналы для очистки,
Long Text,Длинный текст,
Looks like you didn't change the value,"Похоже, Вы не изменили значение",
Looks like you haven’t added any third party apps.,"Похоже, что Вы не добавляли никаких сторонних приложений.",
Looks like you haven’t received any notifications.,"Похоже, Вы не получали никаких уведомлений.",
Loving Frappe Framework?,Любите Frappe Framework?,
Low,Низкий,
MIT License,Лицензия MIT,
Madam,Мадам,
Main Section,Основной раздел,
Main Section (HTML),Основной раздел (HTML),
Main Section (Markdown),Основной раздел (Markdown),
Maintenance Manager,Менеджер по техническому обслуживанию,
Maintenance User,Пользователь по техническому обслуживанию,
Major,Значительная,
"Make ""name"" searchable in Global Search","Сделайте ""имя"" доступным в Глобальном поиске",
Make Attachments Public by Default,Сделайте вложения публичными по умолчанию,
Make sure to configure a Social Login Key before disabling to prevent lockout,"Обязательно настройте ключ социального входа перед отключением, чтобы предотвратить блокировку",
Make use of longer keyboard patterns,Используйте длинные шаблоны клавиатуры,
Make {0},Сделайте {0},
Makes the page public,Делает страницу общедоступной,
Male,Мужской,
Manage third party apps,Управлять сторонними приложениями,
Manage your apps,Управлять своими приложениями,
Mandatory,Обязательное,
Mandatory Depends On,Обязательность зависит от,
Mandatory Depends On (JS),Обязательность зависит от (JS),
Mandatory Information missing:,Обязательная информация отсутствует:,
Mandatory field: set role for,Обязательное поле: установите роль для,
Mandatory field: {0},Обязательное поле: {0},
"Mandatory fields required in table {0}, Row {1}","Обязательные поля, требуемые в таблице {0}, строка {1}",
Mandatory fields required in {0},"Обязательные поля, требуемые в {0}",
Mandatory:,Обязательно:,
Map,Карта,
Map Columns,Соответствие колонок,
Map View,Карта,
Map columns from {0} to fields in {1},Сопоставьте столбцы из {0} с полями в {1},
Map route parameters into form variables. Example <code>/project/&lt;name&gt;</code>,Сопоставьте параметры маршрута с переменными формы. Пример <code>/project/&lt;имя&gt;</code>,
Mapping column {0} to field {1},Сопоставление столбца {0} с полем {1},
Margin Bottom,Нижний отступ,
Margin Left,Отступ слева,
Margin Right,Отступ справа,
Margin Top,Верхний отступ,
MariaDB Variables,Переменные MariaDB,
Mark all as read,Отметить все как прочитанное,
Mark as Read,Отметить как прочитанное,
Mark as Spam,Пометить как спам,
Mark as Unread,Отметить как непрочитанное,
Markdown,Markdown,
Markdown Editor,Markdown редактор,
Marked As Spam,Помечено как спам,
Marketing Campaign,Маркетинговая кампания,
Master,Мастер,
Max 500 records at a time,Не более 500 записей одновременно,
Max Attachment Size (in MB),Максимальный размер вложения (в МБ),
Max Attachments,Максимальное количество вложений,
Max File Size (MB),Максимальный размер файла (МБ),
Max Height,Максимальная высота,
Max Length,Максимальная длина,
Max Value,Максимальное значение,
Max auto email report per user,Максимум автоматических отчетов по электронной почте для одного пользователя,
Max width for type Currency is 100px in row {0},"Максимальная ширина для типа ""Валюта"" составляет 100px в строке {0}",
Maximum,Максимум,
Maximum Attachment Limit of {0} has been reached for {1} {2}.,Для {1} {2} был достигнут максимальный предел вложений {0}.,
Maximum Number of Fields,Максимальное количество полей,
Maximum Points,Максимальное количество баллов,
Maximum attachment limit of {0} has been reached.,Максимальный предел вложений {0} был достигнут.,
"Maximum points allowed after multiplying points with the multiplier value
(Note: For no limit leave this field empty or set 0)","Максимально допустимое количество баллов после умножения на значение множителя
(Примечание: Для отсутствия ограничений оставьте это поле пустым или установите 0)",
Maximum {0} rows allowed,Максимально допустимое количество - {0} строк,
Me,Мне,
"Meaning of Submit, Cancel, Amend","Значение Провести, Отменить, Исправить",
Medium,Средний,
Meeting,Встреча,
Meets Condition?,Соответствует условию?,
Memory Usage,Использование памяти,
Mention,Упоминание,
Mentions,Упоминания,
Menu,Меню,
Merge with existing,Объединитесь с существующими,
Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node,Объединение возможно только между группами или между конечными узлам,
Message,Сообщение,
Message (HTML),Сообщение (HTML),
Message (Markdown),Сообщение (Markdown),
Message Examples,Примеры сообщений,
Message ID,ID сообщения,
Message Parameter,Параметр сообщения,
Message Sent,Сообщение отправлено,
Message Type,Тип сообщения,
Message clipped,Сообщение вырезано,
Message from server: {0},Сообщение от сервера: {0},
Message not setup,Сообщение не настроено,
Message to be displayed on successful completion,"Сообщение, которое будет отображаться при успешном завершении",
Message-id,ID сообщения,
Messages,Сообщения,
Meta,Метаданные,
Meta Description,Мета описание,
Meta Image,Мета изображение,
Meta Tags,Мета теги,
Meta Title,Мета заголовок,
Meta title for SEO,Мета заголовок для SEO,
Method,Метод,
Method Not Allowed,Метод не разрешен,
Method is required to create a number card,Метод необходим для создания числового блока,
Mid Center,В середине по центру,
Middle Name,Отчество,
Milestone,Веха,
Milestone Tracker,Отслеживание вех,
Minimum,Минимум,
Minimum Password Score,Минимальный балл пароля,
Minor,Незначительная,
Misconfigured,Неправильная конфигурация,
Miss,Мисс,
Missing DocType,Отсутствующий ДокТайп,
Missing Field,Отсутствующее поле,
Missing Fields,Отсутствующие поля,
Missing Filters Required,Требуются недостающие фильтры,
Missing Permission,Отсутствие разрешения,
Missing Value,Отсутствующее значение,
Missing Values Required,Требуются пропущенные значения,
Mobile,Мобильный,
Mobile No,Номер мобильного,
Modal Trigger,Модальный триггер,
Modified By,Автор изменений,
Module,Модуль,
Module (for export),Модуль (для экспорта),
Module Def,Определение модуля,
Module HTML,Модуль HTML,
Module Name,Наименование модуля,
Module Onboarding,Обучение по модулю,
Module Profile,Профиль модуля,
Module Profile Name,Имя профиля модуля,
Module onboarding progress reset,Сброс прогресса обучения по модулю,
Module to Export,Модуль для экспорта,
Module {} not found,Модуль {} не найден,
Modules,Модули,
Modules HTML,Модули HTML,
Monday,Понедельник,
Monospace,Моноширинный,
Month,Месяц,
Monthly,Ежемесячно,
Monthly Long,Длительно ежемесячно,
Monthly Rank,Ежемесячный рейтинг,
More,Подробнее,
More Information,Больше информации,
More articles on {0},Другие статьи по теме {0},
More content for the bottom of the page.,Больше контента для нижней части страницы.,
Most Used,Часто используемые,
Most probably your password is too long.,"Скорее всего, Ваш пароль слишком длинный.",
Move,Переместить,
Move To,Перейти к,
Move To Trash,Удалить,
Move current and all subsequent sections to a new tab,Переместите текущий и все последующие разделы на новую вкладку,
Move cursor to above row,Переместите курсор в вышележащий ряд,
Move cursor to below row,Переместите курсор в нижний ряд,
Move cursor to next column,Переместите курсор в следующую колонку,
Move cursor to previous column,Переместите курсор в предыдущую колонку,
Move sections to new tab,Переместите разделы на новую вкладку,
Move the current field and the following fields to a new column,Переместите текущее поле и следующие поля в новую колонку,
Move to Row Number,Переход к номеру строки,
Move to next step when clicked inside highlighted area.,Переход к следующему шагу при нажатии внутри выделенной области.,
Mozilla doesn't support :has() so you can pass parent selector here as workaround,"Mozilla не поддерживает :has(), поэтому в качестве обходного пути Вы можете передать сюда родительский селектор",
Mr,Г-н,r
Mrs,Миссис,
Ms,Г-жа,s
Multiple root nodes not allowed.,Несколько корневых узлов не допускаются.,
Multiplier Field,Поле умножения,
Must be a publicly accessible Google Sheets URL,Это должен быть общедоступный URL-адрес Google Sheets,
"Must be enclosed in '()' and include '{0}', which is a placeholder for the user/login name. i.e. (&(objectclass=user)(uid={0}))","Должны быть заключены в '()' и включать '{0}', который является заполнителем для имени пользователя/логина. т.е. (&(objectclass=user)(uid={0}))",
"Must be of type ""Attach Image""","Поле изображения должно иметь тип ""Прикрепить изображение""",
Must have report permission to access this report.,Для доступа к этому отчету необходимо иметь разрешение на отчет.,
Must specify a Query to run,Необходимо указать запрос для выполнения,
Mute Sounds,Отключение звуков,
Mx,Микс,x
My Account,Мой аккаунт,
My Device,Мое устройство,
My Profile,Мой профиль,
My Settings,Мои настройки,
MyISAM,MyISAM,
"NOTE: If you add states or transitions in the table, it will be reflected in the Workflow Builder but you will have to position them manually. Also Workflow Builder is currently in <b>BETA</b>.","ПРИМЕЧАНИЕ: Если Вы добавите состояния или переходы в таблицу, это будет отражено в конструкторе рабочих процессов, но Вам придется расположить их вручную. Кроме того, конструктор в настоящее время находится в стадии <b>BETA</b>.",
NOTE: This box is due for depreciation. Please re-setup LDAP to work with the newer settings,"Примечание: Этот узел подлежит устареванию. Пожалуйста, перенастройте LDAP для работы с новыми настройками",
Name,Название,
Name (Doc Name),Имя (Имя дока),
"Name already taken, please set a new name","Имя уже занято, пожалуйста, задайте новое имя",
